huggingface_ID,parameters (B),open_llm_average,IFEval,BBH,MATH,GPQA,MUSR,MMLU-Pro,dataset,seed,final_layer_matrix_rank,final_layer_DSE,final_layer_VNE,matrix_rank_arr,DSE_arr,VNE_arr
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,wikipedia,0,708,3.7969088554382324,4.11236572265625,"[292 708 708 708 548 560 592 636 666 688 683 685 696 702 704 707 708 708
 708 708 708 708 708 708 708 708 708 708 708]","[5.326009  4.7813134 4.755528  4.82934   5.238221  5.3738675 5.295395
 5.340704  5.4807334 5.472793  5.2419496 5.142493  5.189539  5.1777215
 5.055943  5.002424  4.87553   4.9185543 5.007609  4.8573174 4.691251
 4.69237   4.699129  4.7512608 4.606723  4.362518  4.285758  4.0524917
 3.7969089]","[6.8431716 5.8195324 5.740666  5.8429475 6.4576674 6.657256  6.501666
 6.564085  6.767665  6.7618246 6.3643837 6.2184453 6.2837944 6.260328
 6.070528  5.9857254 5.793621  5.860299  5.9905124 5.7584515 5.5275154
 5.5393524 5.54457   5.6309223 5.431972  5.0777197 4.9720187 4.662727
 4.1123657]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,pubmed,0,577,3.3596091270446777,3.5681445598602295,"[324 577 577 577 507 513 530 555 571 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577]","[5.6126804 4.9420166 4.837111  4.9157085 5.24784   5.3533792 5.2042933
 5.1987133 5.309789  5.3127565 5.1036654 5.020872  5.0635705 4.9795365
 4.972215  4.9185896 4.8316946 4.8662057 4.879412  4.745349  4.614942
 4.607672  4.6386347 4.6323185 4.451479  4.228525  4.0879307 3.9456992
 3.3596091]","[7.282511  6.066247  5.8906984 6.0066433 6.503865  6.6626554 6.408721
 6.387373  6.5545964 6.558585  6.203803  6.0819836 6.148538  6.0173197
 5.9997044 5.9138837 5.7834716 5.836302  5.856494  5.6457796 5.4584455
 5.447683  5.4873476 5.4816527 5.2239685 4.9123774 4.726404  4.537241
 3.5681446]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,imdb,0,557,3.691401958465576,3.942570209503174,"[291 557 557 557 472 477 490 511 526 540 541 544 549 549 552 552 555 555
 556 557 557 557 557 557 557 557 557 557 557]","[5.458061  4.947536  4.8502994 4.8629766 5.210472  5.314926  5.1918244
 5.2271457 5.417157  5.4061594 5.1336565 5.032141  5.087839  5.119191
 4.9674835 4.9088745 4.8388653 4.852138  4.9214315 4.869073  4.619469
 4.6609173 4.711213  4.7005777 4.4787707 4.207636  4.0882263 3.993928
 3.691402 ]","[7.0634737 6.115087  5.9517493 5.953929  6.4820437 6.630471  6.411877
 6.453622  6.7328696 6.725103  6.268316  6.1097236 6.1908216 6.2318134
 5.9959955 5.903884  5.8054214 5.8283744 5.9359307 5.8519077 5.492344
 5.5562563 5.623335  5.6131754 5.297821  4.912961  4.759524  4.6314216
 3.9425702]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,squad,0,829,4.581395149230957,5.086529731750488,"[175 574 609 687 305 322 372 439 504 567 567 597 631 654 675 716 757 802
 824 825 828 829 829 829 829 829 829 829 829]","[5.1822424 4.510261  4.40944   4.545945  4.824004  4.9284496 4.826418
 4.8439417 4.949104  5.0223384 4.7380037 4.80089   4.9359245 4.819726
 4.90856   4.845233  4.965245  5.003845  5.033402  4.8839574 4.7418203
 4.8530717 4.8888073 5.0540113 4.78858   4.531377  4.382247  4.2088547
 4.581395 ]","[6.676939  5.521262  5.3426857 5.534433  5.9375186 6.0552697 5.8422747
 5.8441477 5.9814644 6.064778  5.597751  5.67677   5.8680863 5.690572
 5.812096  5.7114296 5.887182  5.9429245 5.990425  5.7695675 5.548006
 5.7020903 5.729553  6.0133123 5.647667  5.2617574 5.047119  4.8514442
 5.0865297]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,wikipedia,1,659,3.571620464324951,3.7657198905944824,"[300 659 659 659 448 439 463 514 557 600 574 575 597 603 618 627 645 654
 658 658 658 659 659 659 659 659 659 659 659]","[5.401197  4.8834863 4.785651  4.8254833 5.226422  5.3833847 5.214836
 5.2242947 5.375647  5.350508  5.088755  5.0316544 5.0914416 5.1110344
 4.9261723 4.886983  4.8001666 4.8178744 4.90603   4.795139  4.5495353
 4.627069  4.49825   4.476762  4.278289  4.031513  3.9641669 3.731485
 3.5716205]","[6.9715104 5.993101  5.805896  5.8603354 6.4506207 6.6888304 6.390819
 6.397091  6.624795  6.584747  6.145652  6.060098  6.1478524 6.1759777
 5.893934  5.8304944 5.7022796 5.734396  5.86424   5.6942267 5.346087
 5.4618726 5.2748747 5.2495675 4.9630218 4.6012745 4.5122695 4.2178345
 3.76572  ]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,pubmed,1,691,3.793109178543091,4.078814506530762,"[386 691 691 691 626 627 649 672 688 690 689 690 690 691 691 691 691 691
 691 691 691 691 691 691 691 691 691 691 691]","[5.737377  5.1068172 5.000802  5.0701537 5.4219456 5.540313  5.4155064
 5.3912663 5.4844704 5.4533944 5.2779875 5.2025037 5.229863  5.161141
 5.1295896 5.112386  4.990147  5.028942  5.0418544 4.889529  4.7547026
 4.7434807 4.791996  4.813733  4.7254367 4.5415335 4.424595  4.2763615
 3.7931092]","[7.4559574 6.278328  6.0981593 6.2026014 6.735371  6.9111557 6.682702
 6.634662  6.778404  6.732818  6.4184694 6.306908  6.352584  6.2422767
 6.189712  6.158396  5.974709  6.0358152 6.0532684 5.8136387 5.622322
 5.6082067 5.67299   5.712452  5.582566  5.3211203 5.1680436 4.9750195
 4.0788145]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,imdb,1,568,3.5196146965026855,3.684142827987671,"[306 568 568 568 517 524 537 550 561 565 565 565 567 567 568 567 568 568
 568 568 568 568 568 568 568 568 568 568 568]","[5.4889665 4.9562116 4.8611884 4.871449  5.2829843 5.387644  5.2266865
 5.2175164 5.4430556 5.3987346 5.120867  5.014976  5.08087   5.1333466
 4.996411  4.9517326 4.8883324 4.9045706 4.9452868 4.9105163 4.643765
 4.678884  4.726889  4.6888595 4.4691615 4.1895676 4.0892463 4.0205374
 3.5196147]","[7.095019  6.088401  5.9210243 5.924375  6.5549326 6.705875  6.427777
 6.4045796 6.7480907 6.6912246 6.2293425 6.0631785 6.161339  6.2368555
 6.0227203 5.951063  5.8672748 5.893809  5.9577546 5.89945   5.512074
 5.56552   5.6270423 5.572316  5.2558594 4.857382  4.7328663 4.644687
 3.6841428]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,squad,1,848,4.219659805297852,4.607273578643799,"[287 798 812 839 528 541 576 637 701 772 779 803 828 837 844 847 848 848
 848 848 848 848 848 848 848 848 848 848 848]","[5.370454  4.8538613 4.6982965 4.8093495 5.171502  5.2910647 5.205965
 5.243721  5.3588796 5.3775654 5.1225815 5.1553197 5.23119   5.233124
 5.2458167 5.1772027 5.198807  5.2751102 5.2755327 5.125669  4.842572
 4.9006815 4.9335437 4.9479156 4.6558986 4.399302  4.301799  4.185519
 4.21966  ]","[6.923069  5.951054  5.6882668 5.852267  6.3880324 6.5416546 6.357518
 6.389223  6.550056  6.552587  6.128438  6.1727867 6.2841377 6.2826242
 6.2956038 6.188952  6.2242417 6.3407063 6.3511863 6.122155  5.71216
 5.792123  5.826102  5.863487  5.467197  5.1002474 4.9580145 4.8170776
 4.6072736]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,wikipedia,2,755,4.072364330291748,4.486952781677246,"[283 755 755 755 550 567 609 659 697 724 724 726 740 744 749 752 753 754
 755 755 755 755 755 755 755 755 755 755 755]","[5.224884  4.6824427 4.6687884 4.7923193 5.1743917 5.3194723 5.2445974
 5.3103704 5.44371   5.494967  5.3299074 5.231409  5.256899  5.2467217
 5.1207623 5.107808  4.985289  5.0231266 5.0878406 4.8956575 4.790609
 4.778571  4.755506  4.834924  4.8486423 4.6627355 4.5822306 4.2856035
 4.0723643]","[6.6838427 5.6650443 5.5938416 5.7627597 6.330477  6.5401087 6.399368
 6.4976482 6.6920447 6.7782965 6.4810925 6.3348413 6.370764  6.351081
 6.153662  6.128471  5.949113  6.009151  6.105605  5.8132067 5.6648345
 5.6559057 5.6141562 5.7369742 5.7513065 5.4642363 5.362761  4.970357
 4.486953 ]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,pubmed,2,655,3.536339282989502,3.778848648071289,"[388 655 655 655 592 594 608 633 647 653 653 654 655 655 655 655 655 655
 655 655 655 655 655 655 655 655 655 655 655]","[5.7988515 5.0728836 4.9779925 5.0823274 5.38652   5.4814353 5.3413115
 5.2811146 5.430222  5.385373  5.1796556 5.1250167 5.1492767 5.0513806
 4.998111  4.9953103 4.8627386 4.90937   4.910206  4.785575  4.6482897
 4.6437645 4.7039595 4.705474  4.551508  4.3742075 4.218464  4.0662255
 3.5363393]","[7.557852  6.22913   6.070034  6.2309084 6.6906667 6.83204   6.585934
 6.4841065 6.7082047 6.640726  6.2837906 6.202897  6.2427244 6.090895
 6.003408  5.9924717 5.794915  5.865053  5.8663692 5.6693654 5.4785647
 5.472576  5.5545135 5.560761  5.3398857 5.0942297 4.891279  4.6917353
 3.7788486]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,imdb,2,667,3.6498193740844727,3.8489201068878174,"[355 667 667 667 611 616 628 648 660 665 665 665 665 666 667 667 667 667
 667 667 667 667 667 667 667 667 667 667 667]","[5.634092  5.093156  4.9836116 5.0152955 5.4414635 5.5689363 5.4123483
 5.453167  5.6461763 5.5996895 5.366389  5.2475386 5.292661  5.32951
 5.2108374 5.14042   5.046038  5.0550947 5.092017  5.0279436 4.829255
 4.855655  4.896023  4.844446  4.63855   4.3455534 4.229529  4.111144
 3.6498194]","[7.3075604 6.278785  6.089696  6.121478  6.7760463 6.9672875 6.6880045
 6.735915  7.034533  6.9721746 6.573791  6.3833647 6.4509034 6.5031176
 6.31593   6.2032146 6.0685177 6.0852904 6.1433253 6.0396967 5.7533627
 5.7949085 5.845425  5.7730064 5.473906  5.0478096 4.8962183 4.7458544
 3.84892  ]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,squad,2,645,3.4283552169799805,3.631927013397217,"[102 404 449 523 207 228 277 325 364 410 416 436 464 487 505 524 539 554
 569 568 575 587 597 615 631 639 644 645 645]","[4.71915   4.064787  3.9893985 4.033496  4.3034344 4.4461412 4.315238
 4.4184546 4.523192  4.7016363 4.354117  4.3880076 4.4678397 4.4713736
 4.427345  4.332386  4.428063  4.41813   4.4425974 4.349393  4.1042633
 4.163765  4.1224537 4.351937  4.0278664 3.7208037 3.5747278 3.4951205
 3.4283552]","[5.989165  4.9348407 4.7987432 4.834214  5.200661  5.3686347 5.1104445
 5.2487607 5.384646  5.6249766 5.094394  5.1338162 5.2484517 5.2448187
 5.184356  5.047932  5.1801825 5.1699176 5.207122  5.062852  4.7273088
 4.797217  4.724124  5.071602  4.644269  4.2103214 4.0184975 3.9379752
 3.631927 ]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,wikipedia,3,840,4.020721912384033,4.392442226409912,"[256 839 840 840 501 504 549 621 682 744 725 728 764 774 792 802 823 833
 837 837 837 837 838 839 840 840 840 840 840]","[4.9886217 4.58339   4.5393944 4.629439  5.070787  5.254895  5.1864204
 5.284718  5.3948307 5.475112  5.209577  5.120243  5.1807923 5.169045
 5.06921   5.0365877 4.974911  5.008664  5.1114697 4.9417887 4.7784586
 4.784222  4.694614  4.7636085 4.7146235 4.578538  4.502098  4.235286
 4.020722 ]","[6.3204827 5.515461  5.402035  5.516694  6.1541624 6.425967  6.3028097
 6.4311223 6.5839887 6.7006164 6.254714  6.1194396 6.208724  6.1925516
 6.039013  5.988936  5.894804  5.9509916 6.101491  5.843518  5.6152806
 5.628875  5.4954443 5.599865  5.521233  5.3038774 5.207606  4.8559775
 4.392442 ]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,pubmed,3,655,3.5250778198242188,3.7573931217193604,"[399 655 655 655 607 608 620 641 654 655 655 655 655 655 655 655 655 655
 655 655 655 655 655 655 655 655 655 655 655]","[5.790532  5.125984  5.0121384 5.06651   5.394593  5.5128784 5.367865
 5.320975  5.452386  5.4226284 5.221025  5.14176   5.1837044 5.0910106
 5.030582  5.010954  4.8493786 4.9065313 4.92357   4.7560825 4.6265354
 4.59174   4.6776752 4.6716576 4.556638  4.381576  4.2633033 4.093313
 3.5250778]","[7.5317936 6.303245  6.1139975 6.1952224 6.6948705 6.8714294 6.6101646
 6.5321884 6.7360153 6.695203  6.3386097 6.2258415 6.2940965 6.1502275
 6.0548573 6.018384  5.7815523 5.86553   5.8896303 5.6329923 5.450861
 5.4048934 5.523174  5.520406  5.3498697 5.101314  4.9505453 4.726611
 3.7573931]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,imdb,3,637,3.6700117588043213,3.899123191833496,"[336 637 637 637 570 575 594 613 627 634 634 634 635 635 635 635 637 637
 637 637 637 637 637 637 637 637 637 637 637]","[5.6138644 5.1069674 4.987527  5.007252  5.3619366 5.4820123 5.352495
 5.358158  5.5106115 5.52137   5.2243977 5.0950336 5.1335454 5.1720676
 5.021166  4.973647  4.8509436 4.8496346 4.921214  4.8397074 4.638965
 4.7401853 4.8285847 4.8141026 4.5790334 4.3436275 4.2221785 4.1482196
 3.6700118]","[7.2788677 6.3160334 6.1143107 6.1333313 6.673645  6.8502426 6.614593
 6.609354  6.8338413 6.8598914 6.365581  6.162848  6.2160387 6.264424
 6.0323896 5.9544744 5.7780685 5.779361  5.8871503 5.7588453 5.474655
 5.624214  5.746383  5.735417  5.40223   5.072266  4.9146943 4.815143
 3.8991232]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,squad,3,640,4.00736665725708,4.290452003479004,"[208 622 639 640 370 386 439 498 549 608 601 613 630 636 639 640 640 640
 640 640 640 640 640 640 640 640 640 640 640]","[5.233784  4.662005  4.562516  4.5908556 4.9180613 5.070397  4.9354677
 5.0177784 5.1916723 5.3215103 4.985292  4.9518766 5.054367  5.072617
 5.03346   4.9287677 4.974497  4.967759  4.971058  4.845356  4.57235
 4.6867466 4.730573  4.836256  4.5146084 4.257379  4.1018214 3.9892755
 4.0073667]","[6.7422304 5.721049  5.5460777 5.5597744 6.0306273 6.2224183 5.95996
 6.0694113 6.328418  6.509094  5.967322  5.9221964 6.0720615 6.094147
 6.0239754 5.867286  5.935225  5.930319  5.9395185 5.750059  5.3510685
 5.5016575 5.5292335 5.690817  5.2510347 4.8942113 4.7049003 4.5696535
 4.290452 ]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,wikipedia,4,661,3.927591323852539,4.272195339202881,"[311 661 661 661 588 595 615 642 655 660 657 660 660 661 661 661 661 661
 661 661 661 661 661 661 661 661 661 661 661]","[5.4445925 4.920707  4.8675566 4.910217  5.283127  5.4211674 5.306527
 5.374618  5.519909  5.5031805 5.2668967 5.194312  5.258359  5.272253
 5.0963445 5.084811  4.97025   5.0750637 5.156534  5.008985  4.873168
 4.9023943 4.89148   4.9070106 4.6611032 4.390179  4.3064613 4.076609
 3.9275913]","[7.0229917 6.02313   5.905624  5.9666095 6.5230985 6.7333803 6.527437
 6.6197457 6.8398457 6.8230324 6.414598  6.3014913 6.398863  6.4174123
 6.145108  6.1244574 5.955407  6.112645  6.23664   6.00782   5.814304
 5.8638477 5.8386006 5.870452  5.513164  5.1182585 5.0125437 4.707399
 4.2721953]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,pubmed,4,705,3.6876132488250732,3.9463391304016113,"[429 705 705 705 655 659 674 694 703 705 705 705 705 705 705 705 705 705
 705 705 705 705 705 705 705 705 705 705 705]","[5.8889875 5.1896415 5.091018  5.1505847 5.4916153 5.5966206 5.452612
 5.4304886 5.549185  5.524689  5.324879  5.2522106 5.2851887 5.1829615
 5.1252937 5.098617  5.001941  5.0511847 5.054412  4.906188  4.8017416
 4.780402  4.830455  4.826994  4.6861944 4.492632  4.354896  4.211852
 3.6876132]","[7.683051  6.390669  6.226792  6.315359  6.836582  6.9943333 6.7376285
 6.694208  6.8784328 6.8450613 6.4894185 6.3827305 6.4387517 6.276637
 6.182705  6.1361604 5.9870515 6.06327   6.067963  5.834759  5.6884933
 5.6608205 5.72823   5.731195  5.5256066 5.2491827 5.0659146 4.876934
 3.9463391]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,imdb,4,961,3.82515025138855,4.018623352050781,"[474 961 961 961 833 843 867 905 936 951 950 951 955 957 959 960 961 961
 961 961 961 961 961 961 961 961 961 961 961]","[5.797052  5.2468204 5.117542  5.1447186 5.5764513 5.7042403 5.536542
 5.549395  5.765689  5.720698  5.455954  5.3599668 5.413579  5.4579215
 5.3188143 5.2445607 5.151724  5.13307   5.180352  5.146381  4.897975
 4.945054  4.982576  4.951011  4.7390885 4.4636493 4.3885884 4.2678885
 3.8251503]","[7.5269895 6.436057  6.215551  6.239918  6.8904357 7.078616  6.7884164
 6.793179  7.120922  7.064144  6.615019  6.4643326 6.5422096 6.6016665
 6.38558   6.269441  6.1389422 6.1176543 6.191027  6.130214  5.779019
 5.849386  5.8942285 5.852952  5.5535927 5.163714  5.068882  4.917734
 4.0186234]"
Qwen/Qwen2.5-7B-Instruct-1M,7.0,32.76,74.48,35.03,43.35,6.38,9.52,27.83,squad,4,816,3.575305938720703,3.8130087852478027,"[123 470 529 623 263 284 345 399 448 511 518 546 583 608 636 663 686 706
 729 728 735 752 762 787 805 814 816 816 816]","[4.76815   4.193611  4.170159  4.2060637 4.498359  4.6379876 4.565511
 4.6723247 4.6862335 4.8891864 4.5887327 4.5822854 4.691033  4.6886215
 4.656235  4.547039  4.663932  4.694283  4.7105565 4.595416  4.379039
 4.4329233 4.358229  4.6396213 4.329394  4.0383005 3.902992  3.8766074
 3.575306 ]","[6.0348535 5.087804  5.0307384 5.055424  5.460621  5.631033  5.4612103
 5.5881333 5.5800467 5.8551936 5.3850207 5.3711934 5.5241556 5.518282
 5.4741673 5.318708  5.4766474 5.523642  5.551957  5.374113  5.0737715
 5.141619  5.022689  5.445902  5.030802  4.616482  4.449181  4.4361486
 3.8130088]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,wikipedia,0,708,4.375888824462891,4.870645999908447,"[292 708 708 708 605 627 652 676 691 699 701 703 704 706 708 708 708 708
 708 708 708 708 708 708 708 708 708 708 708]","[5.244854  4.7606416 4.8430777 4.8344836 5.2709317 5.4276514 5.2832437
 5.343273  5.520929  5.5527325 5.3331285 5.2791104 5.3658094 5.396212
 5.319081  5.2063727 5.189303  5.1651506 5.253252  5.233587  4.9289756
 4.9804688 4.9839287 5.0292044 4.8705187 4.598179  4.5508795 4.353193
 4.375889 ]","[6.704537  5.796843  5.8812256 5.8599987 6.5186243 6.751912  6.492425
 6.571354  6.83433   6.890459  6.504242  6.425584  6.55361   6.595378
 6.468494  6.2945194 6.2702622 6.2397346 6.3699875 6.3254075 5.8823967
 5.9626336 5.96587   6.0414615 5.8146605 5.412357  5.3476157 5.080899
 4.870646 ]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,pubmed,0,577,3.989722728729248,4.357917785644531,"[324 577 577 577 537 552 566 573 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577]","[5.5352936 4.889599  4.8996873 4.876781  5.2087474 5.357919  5.151221
 5.11646   5.2781296 5.3251076 5.1899714 5.1016774 5.1719575 5.149246
 5.0695877 4.9485297 4.9021482 4.8916106 4.8875065 4.8229175 4.611566
 4.6411786 4.6919813 4.717066  4.566877  4.3561044 4.2122064 4.1662707
 3.9897227]","[7.1372194 5.985762  5.990409  5.9521875 6.449012  6.6762757 6.330372
 6.2641997 6.5110836 6.580568  6.33567   6.2067575 6.316065  6.276659
 6.150039  5.9621263 5.8930783 5.880921  5.8769927 5.766818  5.4560037
 5.495746  5.564117  5.5979695 5.3799477 5.086138  4.897564  4.841427
 4.357918 ]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,imdb,0,557,4.161048889160156,4.595248222351074,"[291 557 557 557 495 506 516 526 538 548 548 550 553 554 554 555 556 557
 557 557 557 557 557 557 557 557 557 557 557]","[5.384086  4.9122334 4.9404817 4.858568  5.2171254 5.351917  5.155132
 5.1861386 5.4299493 5.43222   5.1778584 5.086033  5.1911497 5.2326055
 5.086731  4.976137  4.9553523 4.9187584 5.005929  5.037444  4.754659
 4.855235  4.867173  4.8894787 4.6742535 4.3614035 4.262912  4.2108364
 4.161049 ]","[6.9359894 6.0622673 6.094963  5.952478  6.5038443 6.6983066 6.362183
 6.397649  6.759536  6.7663503 6.339679  6.196849  6.3569574 6.413196
 6.183601  6.011857  5.9861727 5.9357433 6.0700817 6.106383  5.6905127
 5.8407307 5.8531733 5.8897405 5.5782185 5.1285224 5.005906  4.933975
 4.595248 ]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,squad,0,829,4.314512252807617,4.807478427886963,"[175 574 603 646 316 360 447 526 568 607 614 632 665 691 708 740 781 817
 828 828 829 829 829 829 829 829 829 829 829]","[5.117124  4.4368753 4.4577346 4.4708915 4.7790523 4.9877005 4.804817
 4.8418303 4.8818626 5.079115  4.625001  4.756172  4.9186354 4.887271
 4.926172  4.743163  4.9660406 4.9131083 4.9012384 4.8855796 4.518355
 4.638624  4.5584197 4.729955  4.4715943 4.191873  4.0733485 4.0310245
 4.3145123]","[6.562879  5.4145207 5.422959  5.4269967 5.874265  6.1464105 5.793985
 5.81032   5.8637156 6.128986  5.4107738 5.5873084 5.820446  5.7644825
 5.813706  5.561962  5.8662777 5.8055363 5.7961054 5.7479486 5.2401037
 5.387165  5.2706227 5.536765  5.199165  4.8048925 4.649642  4.6081767
 4.8074784]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,wikipedia,1,659,4.132229804992676,4.536036491394043,"[300 659 659 659 490 504 533 578 613 638 630 630 643 645 648 652 654 657
 658 658 657 659 659 659 659 659 659 659 659]","[5.3223023 4.8163567 4.876039  4.8256397 5.2521806 5.394954  5.191092
 5.2337627 5.4014096 5.41875   5.132637  5.0883718 5.1865454 5.278642
 5.2090163 5.035785  5.1030707 5.0639286 5.1567035 5.203029  4.7719307
 4.885039  4.778329  4.7434807 4.5236197 4.2493734 4.2095976 4.04321
 4.13223  ]","[6.8359866 5.8971863 5.9511356 5.868198  6.498746  6.7158556 6.363462
 6.413066  6.6660357 6.694984  6.2125597 6.1459436 6.2921996 6.428952
 6.318754  6.0538845 6.1555595 6.1031256 6.2440333 6.2998223 5.6700816
 5.8362217 5.6777797 5.6292596 5.3072124 4.906861  4.8520627 4.6391726
 4.5360365]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,pubmed,1,691,4.313035488128662,4.75886869430542,"[386 691 691 691 644 659 674 683 687 689 689 689 690 691 691 691 691 691
 691 691 691 691 691 691 691 691 691 691 691]","[5.6620936 5.0518093 5.074203  5.043507  5.39143   5.5533757 5.3532476
 5.3134584 5.4560385 5.49963   5.373268  5.2552743 5.327151  5.31215
 5.2298813 5.135561  5.0642185 5.058516  5.0538254 4.99374   4.7935925
 4.817991  4.8694096 4.9211802 4.8455434 4.6670876 4.5499835 4.497855
 4.3130355]","[7.310835  6.197019  6.2162094 6.167202  6.697124  6.943322  6.5933156
 6.518595  6.743308  6.810136  6.569379  6.3910127 6.5048647 6.475032
 6.3437614 6.198139  6.0920777 6.0883327 6.080112  5.9727864 5.6822033
 5.716817  5.787364  5.8678217 5.7498116 5.49252   5.337807  5.281077
 4.7588687]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,imdb,1,568,4.062648773193359,4.43812370300293,"[306 568 568 568 533 546 554 560 564 567 567 567 567 568 568 568 568 568
 568 568 568 568 568 568 568 568 568 568 568]","[5.4110823 4.9248457 4.9391217 4.8396926 5.270418  5.407057  5.1645365
 5.1565466 5.446097  5.437116  5.1852193 5.078604  5.179801  5.228517
 5.091637  4.9918313 4.95119   4.929698  5.0098104 5.0521116 4.7606096
 4.8535643 4.8812265 4.882993  4.6526217 4.3567805 4.2474227 4.216922
 4.062649 ]","[6.95248   6.044116  6.043206  5.877872  6.5399127 6.743635  6.3386993
 6.3111486 6.754577  6.747768  6.3261127 6.1612473 6.3153462 6.3853517
 6.1701174 6.014086  5.962775  5.933866  6.0568166 6.1137733 5.683524
 5.8190393 5.853243  5.852156  5.5140867 5.089953  4.9521065 4.915773
 4.4381237]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,squad,1,848,4.445297718048096,4.957505226135254,"[287 782 793 825 534 565 619 699 765 811 813 823 838 843 846 848 848 848
 848 848 848 848 848 848 848 848 848 848 848]","[5.3055716 4.762254  4.7512383 4.7428565 5.127496  5.311863  5.144783
 5.179468  5.294759  5.355791  4.961633  5.021028  5.13544   5.1722803
 5.1920815 4.9954653 5.1309795 5.074593  5.1020565 5.1109104 4.6941586
 4.838992  4.8452406 4.9120116 4.6581297 4.373783  4.290397  4.2769074
 4.4452977]","[6.800779  5.8142786 5.775855  5.760562  6.332103  6.580163  6.257274
 6.276974  6.4413476 6.5048785 5.8809314 5.9635706 6.1311264 6.1805553
 6.1953526 5.917567  6.0946436 6.0252585 6.07683   6.062236  5.481754
 5.6727743 5.6759396 5.785316  5.448393  5.053301  4.9411445 4.937547
 4.957505 ]"
Qwen/Qwen2-7B,7.0,23.93,31.49,34.71,20.39,7.27,14.32,35.37,wikipedia,2,755,4.447295188903809,4.9800896644592285,"[283 755 755 755 615 648 678 706 732 746 747 747 752 753 755 755 755 755
 755 755 755 755 755 755 755 755 755 755 755]","[5.1544538 4.6175895 4.7365127 4.7940736 5.188758  5.361351  5.224629
 5.3080244 5.4633327 5.5283575 5.394757  5.3251314 5.3870115 5.414976
 5.3220663 5.2815394 5.250967  5.2463427 5.286448  5.2193346 4.964944
 4.996538  4.961569  5.0222983 4.979297  4.730296  4.638533  4.444161
 4.447295 ]","[6.5695014 5.578158  5.703601  5.777029  6.3654146 6.6191134 6.382099
 6.505762  6.733328  6.838302  6.5764685 6.476874  6.5672436 6.60364
 6.4501915 6.384295  6.343908  6.3442545 6.4075623 6.2923856 5.920622
 5.973683  5.911894  6.0061483 5.9478416 5.582163  5.4660654 5.207772
 4.9800897]"
