huggingface_ID,parameters (B),open_llm_average,IFEval,BBH,MATH,GPQA,MUSR,MMLU-Pro,dataset,seed,final_layer_matrix_rank,final_layer_DSE,final_layer_VNE,matrix_rank_arr,DSE_arr,VNE_arr
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,wikipedia,3,763,5.828052520751953,7.252956867218018,"[282 761 597 692 745 761 763 763 763 763 763 763 763 763 763 763 763 763
 763 763 763 763 763 763 763 763 763 763 763 763 763 763 763]","[5.169586  5.1085505 5.549055  5.5563073 5.5406895 5.6420593 5.6739283
 5.722181  5.836147  5.843589  5.832085  5.898452  5.9290433 5.9259577
 5.8278036 5.8661447 5.745505  5.699997  5.593711  5.5505447 5.5661488
 5.589478  5.5951905 5.5562696 5.564993  5.5551543 5.6141562 5.5604773
 5.57706   5.569379  5.61023   5.5091033 5.8280525]","[6.6468654 6.36932   6.958819  6.9894648 6.9243207 7.0406246 7.0602083
 7.124708  7.2922287 7.2910967 7.262903  7.374224  7.4415407 7.4181566
 7.2591863 7.3193216 7.1074677 7.0320716 6.8425426 6.7804756 6.8114038
 6.8564506 6.8556843 6.795687  6.814445  6.814613  6.910968  6.835787
 6.8747516 6.86824   6.939535  6.798956  7.252957 ]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,pubmed,3,653,5.727306365966797,7.0993242263793945,"[400 653 639 651 653 653 653 653 653 653 653 653 653 653 653 653 653 653
 653 653 653 653 653 653 653 653 653 653 653 653 653 653 653]","[5.783037  5.6829605 5.936427  5.881177  5.849343  5.8774357 5.84356
 5.869621  5.8914146 5.834761  5.806881  5.8196297 5.793867  5.704995
 5.656087  5.7223434 5.710992  5.6690392 5.6908946 5.6721363 5.686235
 5.713404  5.6475325 5.6388927 5.5751505 5.5271187 5.5371284 5.4268003
 5.388687  5.3524632 5.380714  5.3903537 5.7273064]","[7.5878897 7.253886  7.601537  7.528241  7.4446583 7.46132   7.397333
 7.435362  7.465824  7.3645205 7.3088818 7.3262444 7.2879477 7.134346
 7.048483  7.1605153 7.1255693 7.0696106 7.0859785 7.0633016 7.088555
 7.1329484 7.004135  6.982894  6.880203  6.810454  6.826953  6.6595707
 6.6056957 6.5519133 6.602235  6.6303267 7.099324 ]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,imdb,3,637,5.700946807861328,7.042109489440918,"[336 637 584 619 634 636 637 637 637 637 637 637 637 637 637 637 637 637
 637 637 637 637 637 637 637 637 637 637 637 637 637 637 637]","[5.5898705 5.5339713 5.877454  5.832091  5.8337507 5.8506494 5.8147674
 5.84879   5.895442  5.8667555 5.7405443 5.7851963 5.797268  5.7758927
 5.7359095 5.808178  5.7744017 5.747508  5.767821  5.7364483 5.758825
 5.78004   5.718912  5.6659575 5.5905404 5.517629  5.4904523 5.322976
 5.2768216 5.200309  5.243771  5.2810583 5.700947 ]","[7.3010025 7.0501976 7.5474906 7.4782915 7.446495  7.4397335 7.364293
 7.3981295 7.460564  7.4054623 7.191574  7.262994  7.2901263 7.255783
 7.1771455 7.3006434 7.234005  7.1972013 7.215437  7.168994  7.209074
 7.250105  7.1368732 7.050537  6.930556  6.8245015 6.7811747 6.5215034
 6.456903  6.343654  6.4132786 6.477458  7.0421095]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,squad,3,637,5.639398097991943,6.922618389129639,"[206 605 355 457 586 633 637 637 637 637 637 637 637 637 637 637 637 637
 637 637 637 637 637 637 637 637 637 637 637 637 637 637 637]","[5.2014093 5.1112213 5.386601  5.4089727 5.392269  5.4596496 5.482198
 5.5284476 5.6482244 5.6617446 5.633977  5.691809  5.6943564 5.6359777
 5.5369844 5.6255465 5.6175704 5.6070924 5.5937433 5.5837383 5.598865
 5.628947  5.5829067 5.535004  5.465771  5.4043436 5.38303   5.3300056
 5.307517  5.229129  5.325221  5.2373633 5.639398 ]","[6.731304  6.4658456 6.8478336 6.821554  6.7254043 6.78496   6.791863
 6.848542  7.022793  7.030489  6.9803586 7.0746613 7.0906763 6.9848075
 6.827359  6.9561677 6.943181  6.9230237 6.88211   6.8658986 6.890165
 6.9441433 6.8481464 6.7678533 6.660049  6.571331  6.532643  6.4488783
 6.4180956 6.3015532 6.466777  6.3388634 6.9226184]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,wikipedia,4,645,5.69655704498291,7.088123321533203,"[317 645 597 635 644 645 645 645 645 645 645 645 645 645 645 645 645 645
 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645]","[5.46534   5.4178877 5.7941685 5.793462  5.7399774 5.8006783 5.771864
 5.80484   5.8915052 5.869201  5.8292017 5.8630476 5.8545427 5.827055
 5.76715   5.8578453 5.7877417 5.735681  5.7076945 5.665261  5.665834
 5.6834345 5.635721  5.5899973 5.5182943 5.423684  5.463112  5.344604
 5.327632  5.2948875 5.3336725 5.294504  5.696557 ]","[7.111163  6.852699  7.380613  7.3991675 7.2804985 7.346115  7.2863417
 7.327539  7.459445  7.412223  7.3394675 7.394842  7.392538  7.3360896
 7.2318325 7.379925  7.253877  7.176553  7.1149035 7.0577416 7.0619926
 7.0990334 7.009136  6.9370117 6.8210797 6.673728  6.73577   6.5516405
 6.531104  6.4816384 6.5440025 6.4999146 7.0881233]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,pubmed,4,702,5.816792011260986,7.213028430938721,"[431 702 670 695 702 702 702 702 702 702 702 702 702 702 702 702 702 702
 702 702 702 702 702 702 702 702 702 702 702 702 702 702 702]","[5.8836603 5.747043  5.9857793 5.9340134 5.906221  5.9331403 5.919639
 5.9435534 5.9609303 5.9133797 5.8907022 5.9110503 5.882018  5.817483
 5.761752  5.829788  5.8142505 5.7661886 5.779149  5.759561  5.759453
 5.7852964 5.7275357 5.71397   5.643614  5.591358  5.5980773 5.4931273
 5.4566755 5.424733  5.490684  5.496577  5.816792 ]","[7.738916  7.3499784 7.678217  7.608507  7.53252   7.547021  7.5142884
 7.5451365 7.5660152 7.475769  7.4291244 7.461712  7.4202833 7.2995825
 7.202237  7.317256  7.27622   7.2081547 7.2086487 7.187183  7.190624
 7.2350445 7.1168747 7.088857  6.971957  6.8964453 6.907029  6.7464714
 6.6940727 6.648155  6.758372  6.7806687 7.2130284]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,imdb,4,961,6.077332019805908,7.531569004058838,"[474 961 890 945 958 961 961 961 961 961 961 961 961 961 961 961 961 961
 961 961 961 961 961 961 961 961 961 961 961 961 961 961 961]","[5.7819147 5.7368765 6.12218   6.0681353 6.0976562 6.1193194 6.092375
 6.1630096 6.2293534 6.2174954 6.118629  6.1625943 6.155543  6.1477604
 6.1115355 6.1788626 6.141441  6.104489  6.1112432 6.073491  6.086695
 6.1071815 6.0324526 5.970343  5.8908305 5.8065686 5.7801766 5.6301284
 5.580396  5.5043793 5.557001  5.5893817 6.077332 ]","[7.5653543 7.264855  7.803091  7.734205  7.753903  7.758563  7.7049317
 7.804141  7.900952  7.8707395 7.704553  7.776003  7.7766623 7.7535286
 7.6818533 7.79467   7.7189035 7.6640925 7.662564  7.606995  7.6331673
 7.67338   7.537678  7.4342046 7.3066726 7.1797    7.1354594 6.9015765
 6.8316374 6.7203236 6.8077855 6.8621    7.531569 ]"
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,26.46,80.29,17.43,23.64,5.82,10.52,21.09,squad,4,733,5.446747779846191,6.730950832366943,"[125 444 219 336 400 487 570 634 686 725 732 733 733 733 733 733 733 733
 733 733 733 733 733 733 733 733 733 733 733 733 733 733 733]","[4.864358  4.708069  4.9506507 4.8975616 4.846946  4.910076  5.0232215
 5.0306373 5.154947  5.2042503 5.2483463 5.3290586 5.337487  5.2882147
 5.197254  5.273987  5.2577085 5.2486806 5.234734  5.1910634 5.2037945
 5.2627606 5.2107763 5.1701303 5.104702  5.0618334 5.0304    5.0133934
 4.967815  4.883977  5.024159  4.886809  5.446748 ]","[6.2414565 5.9296317 6.2567906 6.0874977 5.915722  5.961771  6.08524
 6.06455   6.2373385 6.296626  6.353915  6.4756036 6.4950604 6.40822
 6.275939  6.38844   6.3701754 6.3596334 6.3282447 6.267186  6.2885804
 6.402071  6.2996416 6.2408495 6.145488  6.0897517 6.030079  6.019233
 5.952701  5.8297114 6.0521607 5.8436255 6.730951 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,wikipedia,0,698,5.364723205566406,6.496306419372559,"[297 698 596 660 683 694 697 698 698 698 698 698 698 698 698 698 698 698
 698 698 698 698 698 698 698 698 698 698 698 698 698 698 698]","[5.330706  5.2812014 5.7218857 5.740142  5.7298226 5.795011  5.793396
 5.8148556 5.897992  5.8791304 5.811234  5.8705983 5.881274  5.8607607
 5.7704916 5.831146  5.7746677 5.7393637 5.7236185 5.6719275 5.6835985
 5.7213793 5.656976  5.60142   5.5432477 5.480694  5.479473  5.3541937
 5.297983  5.2323084 5.2587833 5.1606374 5.364723 ]","[6.89782   6.63132   7.259552  7.302546  7.2526526 7.321986  7.3016825
 7.323861  7.444257  7.39993   7.2823944 7.3817806 7.411421  7.365327
 7.2127805 7.3146906 7.2103224 7.156558  7.1206594 7.040166  7.060747
 7.1293488 7.011134  6.9160986 6.824146  6.735441  6.7329626 6.5386176
 6.460473  6.364269  6.4098616 6.269143  6.4963064]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,pubmed,0,577,5.222047328948975,6.304248809814453,"[325 577 534 573 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577]","[5.60054   5.4894605 5.746727  5.708609  5.7031302 5.721346  5.69932
 5.753213  5.795317  5.7806473 5.753557  5.780132  5.7518253 5.6707807
 5.5758286 5.6444383 5.6226034 5.539253  5.536249  5.5039153 5.482376
 5.499367  5.417015  5.383372  5.2931848 5.22542   5.2197475 5.0872846
 5.033231  4.97873   5.038048  5.042446  5.2220473]","[7.323143  6.995388  7.336448  7.2859755 7.248547  7.251468  7.2050486
 7.283583  7.3494644 7.3195887 7.266305  7.3069463 7.267212  7.1236277
 6.964388  7.075981  7.028325  6.897504  6.8752832 6.8275595 6.795371
 6.82245   6.675834  6.6157894 6.474085  6.375829  6.368891  6.1724524
 6.094214  6.0175867 6.108324  6.11422   6.304249 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,imdb,0,547,5.2152886390686035,6.316306114196777,"[292 547 492 516 536 545 547 547 547 547 547 547 547 547 547 547 547 547
 547 547 547 547 547 547 547 547 547 547 547 547 547 547 547]","[5.4554768 5.390019  5.6994157 5.660511  5.665699  5.672266  5.663105
 5.716733  5.758683  5.7357755 5.643709  5.682969  5.69602   5.675437
 5.608136  5.673754  5.6349325 5.6007185 5.602044  5.559019  5.560542
 5.5724225 5.4908776 5.412926  5.305934  5.228336  5.214753  5.052644
 5.0195355 4.9445496 4.996563  4.992233  5.2152886]","[7.1116233 6.864842  7.314008  7.251527  7.2275896 7.2063513 7.1751375
 7.2443767 7.3017616 7.253825  7.094136  7.154376  7.186375  7.1478558
 7.028066  7.1391716 7.0700874 7.0157895 7.0028486 6.9394717 6.9449644
 6.96884   6.826339  6.6978807 6.530543  6.4170313 6.397319  6.1500106
 6.1049485 5.9970574 6.073496  6.0655894 6.316306 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,squad,0,818,5.1588873863220215,6.147188186645508,"[174 576 293 434 536 616 741 806 818 818 818 818 818 818 818 818 818 818
 818 818 818 818 818 818 818 818 818 818 818 818 818 818 818]","[5.170148  5.010369  5.2679725 5.2166233 5.097379  5.195525  5.26909
 5.2738953 5.43427   5.4636836 5.4918346 5.5623975 5.5597825 5.549105
 5.4633403 5.5646973 5.511716  5.462068  5.3859262 5.353311  5.330999
 5.398262  5.307885  5.242683  5.123637  5.0836062 5.018957  5.007264
 4.973171  4.872693  5.0260487 4.8855424 5.1588874]","[6.695092  6.3465476 6.700445  6.5302105 6.2539444 6.3479934 6.402582
 6.378628  6.604077  6.6290274 6.665771  6.7810173 6.7889314 6.7556705
 6.629252  6.7632694 6.6847544 6.613275  6.4807024 6.4394245 6.4099994
 6.525896  6.3642516 6.270334  6.0968    6.046825  5.946978  5.945462
 5.8966575 5.756614  5.9921556 5.780979  6.147188 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,wikipedia,1,651,5.096842288970947,6.079171657562256,"[299 651 582 632 645 651 651 651 651 651 651 651 651 651 651 651 651 651
 651 651 651 651 651 651 651 651 651 651 651 651 651 651 651]","[5.3873324 5.3250012 5.698789  5.6760607 5.641115  5.694712  5.7004232
 5.77233   5.8672495 5.856883  5.7769036 5.842805  5.85606   5.8605165
 5.7561884 5.828974  5.719446  5.669012  5.5661774 5.5189924 5.46132
 5.4930844 5.382493  5.2695084 5.1834745 5.114502  5.122288  4.9447513
 4.8968806 4.855018  4.8985977 4.822757  5.0968423]","[7.005261  6.7235556 7.2328777 7.2125525 7.122106  7.1721935 7.1722193
 7.2712326 7.418822  7.390445  7.2489614 7.35527   7.3925543 7.387895
 7.2125387 7.334482  7.144746  7.0653086 6.891379  6.8215714 6.731506
 6.783389  6.5903397 6.404953  6.2661085 6.162907  6.1748714 5.9000187
 5.831523  5.773489  5.8453803 5.739766  6.0791717]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,pubmed,1,683,5.393211364746094,6.533793926239014,"[390 683 638 669 679 683 683 683 683 683 683 683 683 683 683 683 683 683
 683 683 683 683 683 683 683 683 683 683 683 683 683 683 683]","[5.7474284 5.6585684 5.92601   5.8759212 5.853368  5.871951  5.8766227
 5.914176  5.9509916 5.901516  5.9054    5.9281254 5.895697  5.811495
 5.715019  5.772501  5.7372103 5.676984  5.6813188 5.6683106 5.6656294
 5.690773  5.6211147 5.6039376 5.5346036 5.489308  5.487769  5.3816223
 5.335013  5.29513   5.3369536 5.304556  5.3932114]","[7.5336385 7.2215257 7.5927205 7.5196695 7.45063   7.4490256 7.445145
 7.500063  7.5572476 7.465752  7.461292  7.4982185 7.4511323 7.2991085
 7.137382  7.2332754 7.1632185 7.070204  7.06118   7.045607  7.0428734
 7.0830674 6.9503016 6.914677  6.800386  6.736961  6.7392826 6.578791
 6.51273   6.4568844 6.5234814 6.4818454 6.533794 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,imdb,1,567,5.20966911315918,6.274239540100098,"[307 567 544 560 566 567 567 567 567 567 567 567 567 567 567 567 567 567
 567 567 567 567 567 567 567 567 567 567 567 567 567 567 567]","[5.4717665 5.4435015 5.78629   5.732326  5.7584934 5.788856  5.7273183
 5.7739434 5.8218946 5.828579  5.716557  5.775223  5.77445   5.7698092
 5.7200956 5.7731786 5.705594  5.6561475 5.6320915 5.5835376 5.5675316
 5.5932713 5.5035768 5.434247  5.3382196 5.2579403 5.247707  5.065796
 5.0271096 4.9525642 4.996712  4.998886  5.209669 ]","[7.116375  6.901989  7.396621  7.321075  7.3416624 7.368848  7.2569494
 7.3153696 7.3819866 7.3870907 7.1947813 7.2900686 7.3017793 7.2888665
 7.1962767 7.289506  7.1660757 7.0937057 7.0437756 6.9689903 6.944419
 6.9868317 6.8296866 6.712683  6.5613313 6.4399414 6.4250336 6.1456275
 6.090483  5.9830036 6.052299  6.0504117 6.2742395]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,squad,1,847,5.564979553222656,6.756918907165527,"[287 795 519 611 755 834 846 847 847 847 847 847 847 847 847 847 847 847
 847 847 847 847 847 847 847 847 847 847 847 847 847 847 847]","[5.3581376 5.2979274 5.622503  5.6018233 5.58552   5.6125865 5.666896
 5.6978326 5.8083053 5.81725   5.784726  5.8237495 5.833894  5.8462114
 5.768593  5.8686924 5.807104  5.7846174 5.765962  5.7189407 5.705287
 5.719288  5.6799307 5.6094747 5.511837  5.4462204 5.4080706 5.3309507
 5.2834673 5.1872973 5.3034387 5.195766  5.5649796]","[6.945362  6.6936545 7.1516056 7.0817375 6.9764767 6.9590597 7.00824
 7.045614  7.2040286 7.204074  7.1497717 7.2154098 7.2433944 7.245514
 7.1173453 7.2707653 7.1607327 7.1302137 7.0815005 7.0180054 6.997962
 7.029596  6.945786  6.8368783 6.690239  6.600517  6.541703  6.4324894
 6.370581  6.23523   6.4225574 6.2614546 6.756919 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,wikipedia,2,703,5.430450916290283,6.61142635345459,"[299 703 602 675 702 703 703 703 703 703 703 703 703 703 703 703 703 703
 703 703 703 703 703 703 703 703 703 703 703 703 703 703 703]","[5.346594  5.2553663 5.7184205 5.719679  5.716359  5.7868443 5.796285
 5.8046093 5.8567324 5.8364763 5.7805715 5.8405943 5.838293  5.797882
 5.712925  5.763607  5.6979756 5.687544  5.660568  5.648526  5.6614623
 5.6705923 5.65223   5.6375766 5.6022387 5.581301  5.618951  5.5397406
 5.497036  5.452852  5.4584284 5.3485694 5.430451 ]","[6.920096  6.592563  7.24692   7.2747264 7.239502  7.313776  7.3093615
 7.3111825 7.375303  7.3230395 7.2159295 7.3159747 7.325636  7.245504
 7.103325  7.1857266 7.0689983 7.05806   7.0071692 6.990075  7.016177
 7.04046   6.9979987 6.9720674 6.914645  6.894579  6.960667  6.84032
 6.787536  6.723547  6.7436037 6.580023  6.6114264]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,pubmed,2,656,5.301106929779053,6.41117525100708,"[389 656 626 650 655 656 656 656 656 656 656 656 656 656 656 656 656 656
 656 656 656 656 656 656 656 656 656 656 656 656 656 656 656]","[5.7812324 5.6524425 5.901966  5.8417926 5.808752  5.8215837 5.793134
 5.834796  5.8842926 5.8442297 5.8021083 5.8240824 5.797142  5.721305
 5.6429377 5.709977  5.691059  5.6225843 5.6355553 5.611762  5.6054554
 5.6245737 5.5494986 5.5282326 5.4559984 5.401743  5.3986034 5.277151
 5.2298174 5.177801  5.208114  5.1993537 5.301107 ]","[7.592288  7.2188697 7.556016  7.469346  7.383273  7.376485  7.3221064
 7.3803377 7.454583  7.3795376 7.3006086 7.3338923 7.294802  7.1560564
 7.02312   7.133873  7.0894365 6.989159  6.993104  6.9615526 6.9540496
 6.985377  6.8434286 6.8034787 6.687579  6.6081824 6.6055427 6.4241037
 6.3563643 6.281806  6.334569  6.3254204 6.4111753]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,imdb,2,666,5.373119354248047,6.493565082550049,"[354 666 634 655 663 666 666 666 666 666 666 666 666 666 666 666 666 666
 666 666 666 666 666 666 666 666 666 666 666 666 666 666 666]","[5.611344  5.554435  5.926697  5.9012823 5.9349947 5.938545  5.89309
 5.9379997 5.9652424 5.939331  5.845744  5.889121  5.8884115 5.8883095
 5.8056207 5.888067  5.838597  5.792488  5.7819653 5.7278214 5.7104793
 5.7419453 5.646129  5.58589   5.5111604 5.435169  5.427433  5.2626734
 5.2117133 5.1611967 5.2051487 5.1832056 5.3731194]","[7.3248725 7.056674  7.5932555 7.568732  7.596734  7.575592  7.4867153
 7.543301  7.580234  7.526389  7.36931   7.441517  7.451218  7.44427
 7.3001328 7.4396915 7.3433137 7.2755136 7.2491703 7.1604595 7.1350136
 7.1882906 7.018987  6.91598   6.7963996 6.6814747 6.668361  6.412377
 6.337865  6.2677617 6.338155  6.301752  6.493565 ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,squad,2,618,4.6491475105285645,5.45196008682251,"[102 389 182 293 348 429 491 543 584 615 618 618 618 618 618 618 618 618
 618 618 618 618 618 618 618 618 618 618 618 618 618 618 618]","[4.695767  4.5665646 4.8045406 4.7768607 4.6929307 4.756551  4.846462
 4.8701544 5.004355  5.042117  5.0355325 5.1096926 5.1193767 5.0527983
 4.9727097 5.093631  5.0824647 5.0601134 5.0168333 4.9740667 4.9681525
 5.0296583 4.9427814 4.871554  4.7709856 4.7027316 4.612188  4.5764303
 4.5131044 4.3957496 4.5312595 4.3726344 4.6491475]","[5.9910407 5.7372074 6.059538  5.9186597 5.71125   5.7661347 5.8486915
 5.8285594 6.004411  6.051999  6.032997  6.1494565 6.1727643 6.0669494
 5.9497156 6.125923  6.115697  6.0820346 6.006043  5.9514723 5.944842
 6.057343  5.910133  5.8032875 5.6562295 5.5636554 5.4194183 5.381538
 5.2854595 5.1163454 5.334744  5.0967655 5.45196  ]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,wikipedia,3,763,5.462616443634033,6.6417694091796875,"[282 761 597 692 745 761 763 763 763 763 763 763 763 763 763 763 763 763
 763 763 763 763 763 763 763 763 763 763 763 763 763 763 763]","[5.1695905 5.1060386 5.548846  5.552742  5.5375967 5.6396613 5.671497
 5.719463  5.8332443 5.843399  5.828682  5.896471  5.9301724 5.9385157
 5.8218427 5.8522034 5.725597  5.671137  5.558259  5.5078773 5.5114455
 5.5321836 5.526168  5.4730687 5.4719524 5.4531174 5.505136  5.4319315
 5.4400067 5.41864   5.4440055 5.2971683 5.4626164]","[6.646869  6.3652067 6.9583645 6.9832225 6.9184704 7.0355387 7.055563
 7.119804  7.2876935 7.291342  7.2581577 7.372078  7.4442515 7.4391685
 7.2527437 7.3008327 7.07918   6.9900894 6.791717  6.7177033 6.729822
 6.7694807 6.75      6.6670537 6.668909  6.6534176 6.7379146 6.6322923
 6.6575546 6.629481  6.67522   6.461061  6.6417694]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,pubmed,3,653,5.311459541320801,6.424579620361328,"[400 653 639 651 653 653 653 653 653 653 653 653 653 653 653 653 653 653
 653 653 653 653 653 653 653 653 653 653 653 653 653 653 653]","[5.783043  5.681391  5.9364357 5.8766775 5.8444214 5.871432  5.838248
 5.8666773 5.88726   5.8349853 5.803108  5.815676  5.7903113 5.6956687
 5.623796  5.6730843 5.6526623 5.5840073 5.6075506 5.5885296 5.5879574
 5.614214  5.5369225 5.526146  5.45643   5.4001384 5.407896  5.289678
 5.237664  5.199393  5.2202096 5.2022257 5.3114595]","[7.5878935 7.251099  7.601485  7.520413  7.435731  7.4506035 7.388283
 7.4303417 7.4594984 7.3654585 7.303028  7.3200846 7.282515  7.1196294
 6.997455  7.082473  7.034522  6.934362  6.9529767 6.928327  6.929323
 6.9711304 6.826374  6.800914  6.689668  6.607299  6.6213264 6.444208
 6.36901   6.3137193 6.350046  6.329219  6.4245796]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,imdb,3,637,5.37258243560791,6.507227420806885,"[336 637 584 619 634 636 637 637 637 637 637 637 637 637 637 637 637 637
 637 637 637 637 637 637 637 637 637 637 637 637 637 637 637]","[5.589876  5.5315757 5.8770394 5.828328  5.830469  5.847294  5.8095827
 5.844692  5.8869143 5.855479  5.7285767 5.776591  5.791042  5.770841
 5.7123485 5.772914  5.7310266 5.6896353 5.7051697 5.6689363 5.682231
 5.7047725 5.6329966 5.575531  5.4969006 5.422685  5.399374  5.226564
 5.17776   5.1067543 5.1497803 5.1541643 5.3725824]","[7.301006  7.0459485 7.546432  7.471372  7.4399033 7.4329987 7.355049
 7.3909473 7.4468026 7.3871713 7.171718  7.2494917 7.2809205 7.2490005
 7.1420317 7.247506  7.167909  7.107309  7.1178374 7.06256   7.0868087
 7.1284    6.999312  6.9054174 6.7805057 6.672122  6.6361065 6.370169
 6.301996  6.1983795 6.265505  6.274104  6.5072274]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,squad,3,637,5.229954242706299,6.240381717681885,"[206 605 355 459 589 633 637 637 637 637 637 637 637 637 637 637 637 637
 637 637 637 637 637 637 637 637 637 637 637 637 637 637 637]","[5.201397  5.1080923 5.38426   5.404253  5.387348  5.455995  5.475894
 5.5198436 5.6373687 5.652589  5.6215725 5.680418  5.6818075 5.6305213
 5.5051684 5.585425  5.5707793 5.547438  5.5340767 5.518593  5.521439
 5.55269   5.491517  5.428212  5.3545046 5.289081  5.2569766 5.2109284
 5.1769404 5.0956564 5.204093  5.0913625 5.2299542]","[6.7312803 6.460571  6.8437514 6.809875  6.7106323 6.7739916 6.7798033
 6.8328924 7.0042295 7.0150604 6.959411  7.055385  7.069458  6.972397
 6.7744255 6.8921156 6.865755  6.820079  6.776207  6.7503114 6.75465
 6.8096867 6.6909895 6.586536  6.4729323 6.378578  6.32364   6.253134
 6.2053246 6.085726  6.2686872 6.101802  6.2403817]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,wikipedia,4,645,5.2649431228637695,6.369162559509277,"[317 645 597 635 644 645 645 645 645 645 645 645 645 645 645 645 645 645
 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645]","[5.4653373 5.415382  5.7933197 5.787881  5.736546  5.7973347 5.7685895
 5.8022337 5.887067  5.8693047 5.831289  5.865328  5.859878  5.8399076
 5.7572303 5.835209  5.751769  5.669766  5.629403  5.57505   5.558524
 5.574186  5.500156  5.4418216 5.3570423 5.2575054 5.295309  5.1553197
 5.1294236 5.0863667 5.1205115 5.038402  5.264943 ]","[7.1111455 6.8485537 7.378874  7.3895326 7.2742624 7.3398952 7.28104
 7.3235064 7.452936  7.4130816 7.3437376 7.3998666 7.40279   7.3586783
 7.2191386 7.3479686 7.2011395 7.0750723 6.992508  6.9148765 6.890504
 6.9215007 6.790257  6.6968875 6.561091  6.4075522 6.46634   6.251447
 6.216567  6.153302  6.20685   6.090312  6.3691626]"
allenai/Llama-3.1-Tulu-3-8B-SFT,8.0,22.6,74.03,13.93,11.78,3.69,12.01,20.13,pubmed,4,702,5.423033714294434,6.571293354034424,"[431 702 670 695 702 702 702 702 702 702 702 702 702 702 702 702 702 702
 702 702 702 702 702 702 702 702 702 702 702 702 702 702 702]","[5.8836637 5.7459254 5.9859304 5.929709  5.9012837 5.9267364 5.9137874
 5.9405026 5.9568596 5.9122777 5.885449  5.9045525 5.876481  5.804421
 5.7282724 5.777871  5.754431  5.6823835 5.69702   5.6747847 5.6604548
 5.6840973 5.6145225 5.597     5.520333  5.4618397 5.4661245 5.353355
 5.309602  5.2743287 5.3340936 5.320238  5.4230337]","[7.7389135 7.3479238 7.678391  7.6009436 7.523328  7.535465  7.504059
 7.5398097 7.560014  7.4748006 7.4208174 7.4513245 7.4114013 7.2791586
 7.1489735 7.2345138 7.1825194 7.075481  7.0787754 7.0515676 7.0315256
 7.070863  6.935471  6.900198  6.7743087 6.688895  6.6959157 6.525426
 6.4616814 6.4109626 6.508445  6.494498  6.5712934]"
